"","revenue","budget","animation","drama","history","horror","dansk","language","steven_spielberg_","martin_scorsese_","tim_burtonofi","crew_count","keyword_count","budget_cast_ratio","budget_runtime_ratio","cast_count","X149Pictures","Appian.Way","Bazmark.Films","Blue.Sky.Studios","Bookshop.Productions","DreamWorks.Animation","Edko.Films","EuropaCorp","Great.American.Films.Limited.Partnership","Home.Box.Office..HBO.","Ingenious.Film.Partners","Kennedy.Marshall.CompanyThe","Laura.Ziskin.Productions","Le.Studio.Canal.","Lucasfilm","Marvel.Studios","Pixar.Animation.Studios","Tig.Productions","Walt.Disney.Pictures","WingNut.Films","Uruguay","Aug","Fri"
"42",16217773,3e+06,0,1,0,0,0,0,0,0,0,28,21,93750,23809.52381,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",24362772,2.5e+07,0,0,0,0,0,0,0,0,0,12,17,2272727.273,231481.4815,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"44",1020921,6e+06,0,1,0,0,0,0,0,0,0,12,8,187500,65217.3913,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"45",47175038,1.5e+07,0,0,0,0,0,0,0,0,0,12,10,1500000,170454.5455,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"46",4300000,3906840,0,1,0,0,0,0,0,0,0,7,13,260456,41124.63158,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"47",660940780,8e+07,1,0,0,0,0,0,0,0,0,10,16,1904761.905,879120.8791,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",155760117,4.4e+07,0,1,0,0,0,0,0,0,0,77,11,2444444.444,263473.0539,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"49",653951,22644266.46,0,1,0,0,0,0,0,0,0,31,13,514470.6467,240816.0474,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"50",120000000,3.8e+07,0,0,0,0,0,0,0,0,0,15,11,2235294.118,322033.8983,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",1500000,560000,0,1,0,0,0,0,0,0,0,2,14,62222.22222,5490.196078,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",25333333,1.2e+07,0,0,0,0,0,0,0,0,0,6,12,705882.3529,75000,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",11000000,22647327.32,0,0,0,0,0,0,0,0,0,7,8,1741865.694,233445.9178,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",17514553,22650388.6,0,1,0,0,0,0,0,0,0,4,4,2516866.901,231140.8379,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"55",46069568,2e+07,0,0,0,0,0,0,0,0,0,21,15,666666.6667,186915.8879,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"56",36448200,22653450.29,0,1,0,0,0,0,0,0,0,3,8,2517705.857,238519.5022,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"57",1056938,22656512.39,0,1,0,0,0,0,0,0,0,3,4,2518545.092,233679.4415,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"58",238207122,1.25e+08,0,0,0,0,0,0,0,0,0,105,17,8928571.429,1e+06,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"59",119563,22659574.91,0,0,0,0,0,0,0,0,0,1,13,4534892.293,238678.5417,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",25482931,1.4e+07,0,0,0,0,0,0,0,0,0,1,33,2e+06,147368.4211,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"61",599045960,1.5e+08,0,0,0,0,0,0,0,0,0,126,13,1875000,1041666.667,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",14400000,4e+06,0,1,0,0,0,0,0,0,0,9,3,266666.6667,38095.2381,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",25232289,22662637.84,0,1,0,0,0,0,0,0,0,48,19,2268201.962,182919.5131,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"64",14000000,5e+06,0,0,0,1,0,0,0,0,0,7,15,312500,50000,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"65",17654912,1.2e+07,0,1,0,0,0,0,0,0,0,69,18,857142.8571,104347.8261,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",11806119,1500000,0,0,0,0,0,0,0,0,0,12,10,166666.6667,16304.34783,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"67",204940,1.2e+07,0,0,0,0,0,0,0,0,0,12,3,750000,111111.1111,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",154120,22665701.19,0,1,0,0,0,0,0,0,0,5,9,3241368.613,170598.3481,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"69",13129846,2e+06,0,1,0,0,0,0,0,0,0,34,33,35714.28571,15503.87597,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",158468292,8.5e+07,0,1,0,0,0,0,0,0,0,57,15,1517857.143,817307.6923,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",21126225,2.9e+07,0,1,0,0,0,0,0,0,0,20,30,1318181.818,281553.3981,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"72",16756372,22668764.95,0,1,0,0,0,0,0,0,0,11,17,1745934.114,180136.0594,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"73",8266343,1.1e+07,0,0,0,0,0,0,0,0,0,7,10,733333.3333,129411.7647,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",17393,22671829.12,0,0,0,0,0,0,0,0,0,5,6,3784118.2,252274.5467,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",2300000,445000,0,1,0,0,0,0,0,0,0,12,24,27812.5,5297.619048,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",24922237,1.7e+07,0,0,0,1,0,0,0,0,0,10,5,1062500,160377.3585,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"77",500000,5e+05,0,1,0,0,0,0,0,0,0,7,11,45454.54545,3184.713376,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"78",39846344,6e+06,0,0,0,0,0,0,0,0,0,9,6,109090.9091,61224.4898,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"79",35610100,22674893.71,0,1,0,0,0,0,0,0,0,13,15,1514151.829,186166.2085,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"80",779820,1500000,0,0,0,1,0,0,0,0,0,80,14,48387.09677,14705.88235,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",9237470,1.5e+07,0,1,0,0,0,0,0,0,0,22,23,882352.9412,127118.6441,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",11588205,10284523,0,1,0,0,0,0,0,0,0,12,1,934956.6364,98889.64423,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"83",91974818,4.3e+07,0,1,0,1,0,0,0,0,0,99,17,2150000,413461.5385,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"84",40400657,2.8e+07,0,0,0,0,0,0,0,0,0,32,13,1555555.556,241379.3103,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",13101672,2e+06,0,0,0,1,0,0,0,0,0,7,14,333333.3333,23529.41176,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"86",152022101,5e+07,0,1,0,0,0,0,0,0,0,9,5,2380952.381,458715.5963,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"87",106260000,8e+06,0,1,0,0,0,0,0,0,0,33,23,421052.6316,76190.47619,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",32392047,7500000,0,0,0,0,0,0,0,0,0,4,14,833333.3333,82417.58242,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",13162475,2e+07,0,1,1,0,0,0,0,0,0,21,9,487804.878,158730.1587,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"90",140081992,22677958.72,0,1,0,0,0,0,0,0,0,20,38,1747680.63,208438.9743,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"91",180949000,3e+07,0,0,0,0,0,0,0,0,0,161,20,833333.3333,270270.2703,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"92",215339,22681024.13,0,1,0,0,0,0,0,0,0,3,4,1262634.527,214409.6366,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"93",15000000,3.5e+07,0,1,0,0,0,0,0,0,0,9,6,1206896.552,259259.2593,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",2724474,22684089.97,0,1,1,0,0,0,0,0,0,5,7,1894583.107,236822.8884,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",20117339,1.5e+07,0,1,0,0,0,0,0,0,0,17,24,211267.6056,102040.8163,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",14353,22687156.21,0,1,0,0,0,0,0,0,0,3,11,2526952.846,315869.1058,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",3358,2500000,0,0,0,0,0,0,0,0,0,10,11,277777.7778,25510.20408,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",73000,22690222.87,0,1,0,0,0,0,0,0,0,10,11,3791692.746,143988.3321,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",23000000,10500000,1,0,0,0,0,0,0,0,0,15,16,1312500,116666.6667,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"100",46616067,6e+06,0,1,0,0,0,0,0,0,0,8,15,5e+05,50000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"101",9229401,7e+06,0,0,0,1,0,0,0,0,0,47,9,5e+05,76923.07692,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"102",313542341,6e+07,0,1,0,0,0,0,0,0,0,60,24,1578947.368,444444.4444,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",14961069,22693289.95,0,0,0,0,0,0,0,0,0,5,11,3251105.694,223115.0967,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"104",5310554,22696357.44,0,1,0,0,0,0,0,0,0,11,4,1138266.289,188143.1882,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"105",149521495,22699425.34,0,0,0,0,0,0,0,0,0,11,11,1423307.139,194640.2924,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",16505460,10900000,0,1,0,0,0,0,0,0,0,40,13,778571.4286,103809.5238,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",15134293,3.1e+07,0,1,0,0,0,0,0,0,0,16,11,1240000,295238.0952,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",210000000,7.2e+07,0,1,1,0,0,0,0,0,0,67,11,1309090.909,406779.661,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",18535191,1.4e+07,0,1,0,0,0,0,0,0,0,3,11,2333333.333,144329.8969,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",34562222,1.5e+07,0,1,0,0,0,0,0,0,0,13,2,833333.3333,79365.07937,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",67631903,7.5e+07,0,0,0,0,0,0,0,0,0,104,1,7500000,609756.0976,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"112",22034832,3.5e+07,0,1,0,0,0,0,0,0,0,25,1,1750000,315315.3153,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"113",93820758,1e+08,0,1,1,0,0,0,0,0,0,110,37,3846153.846,819672.1311,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"114",51684798,2e+07,0,1,0,0,0,0,0,0,0,13,7,1538461.538,188679.2453,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"115",871368364,9.3e+07,0,0,0,0,0,0,0,0,0,30,25,3576923.077,522471.9101,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"116",41604473,2.5e+07,0,0,0,0,0,0,0,0,0,13,11,2272727.273,290697.6744,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"117",311,22702493.66,0,1,0,0,0,0,0,0,0,18,2,1340029.717,157106.9323,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",253625427,22705562.4,0,0,0,0,0,0,0,0,0,12,18,1340476.394,227880.9869,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"119",1796389,22708631.54,0,1,0,0,0,0,0,0,0,16,15,1139784.736,213043.8759,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"120",18814720,12716953,0,0,0,0,0,0,0,0,0,10,6,847796.8667,112539.4071,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"121",347325802,9e+07,0,0,0,0,0,0,0,0,0,10,1,5625000,1e+06,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"122",448000000,1.5e+08,1,1,0,0,0,0,0,0,0,27,10,13636363.64,1704545.455,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"123",5585154,1500000,0,0,0,0,0,0,0,0,0,119,4,29411.76471,15957.44681,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"124",91036760,2.5e+07,0,0,0,0,0,0,0,0,0,7,10,1666666.667,217391.3043,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",60722734,7500000,0,1,0,0,0,0,0,0,0,35,18,326086.9565,78947.36842,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"126",7400000,4e+07,0,1,0,0,0,0,0,0,0,2,5,1e+07,320000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",15500000,22711701.11,0,0,0,0,0,0,0,0,0,2,2,1341370.193,217174.2218,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"128",12008642,1e+07,0,1,0,1,0,0,0,0,0,59,6,625000,90090.09009,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"129",46201432,1.8e+07,0,0,0,1,0,0,0,0,0,21,27,1636363.636,180000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"130",5731103,2400000,0,1,0,0,0,0,0,0,0,2,5,133333.3333,20000,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",9800000,4e+06,0,0,0,0,0,0,0,0,0,13,11,173913.0435,44444.44444,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",5206,6e+06,0,1,0,0,0,0,0,0,0,2,11,272727.2727,64516.12903,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",2452566,22714771.09,0,0,1,0,0,0,0,0,0,1,4,5702723.596,235163.8596,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",211780824,6.5e+07,0,1,0,0,0,0,0,0,0,57,9,3611111.111,684210.5263,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",33000000,1e+07,0,0,0,0,0,0,0,0,0,8,12,333333.3333,1e+05,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",300000,2e+06,0,1,0,0,0,0,0,0,0,19,17,222222.2222,22222.22222,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",120680,22717841.48,0,1,0,0,0,0,0,0,0,3,7,1342264.589,248027.1524,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"138",4350774,9e+06,0,0,0,0,0,0,0,0,0,14,13,250000,113924.0506,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"139",3065860,22720912.29,0,0,0,0,0,0,0,0,0,45,28,2536233.798,245441.9805,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"140",407711549,1.1e+08,0,0,0,0,0,0,0,0,0,28,8,3548387.097,827067.6692,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",14000000,14320000,0,1,0,0,0,0,0,0,0,10,3,1101538.462,81363.63636,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",31466789,22723983.51,0,1,0,0,0,0,0,0,0,13,4,1756439.453,226076.3652,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
